iso3,Country,year,hc,pop,gdp,xr,gdp_bn,gdp_pc
CHE,Switzerland,2020,3.71028995513916,8.640582,666296.5,0.938965,666.2965,77112.45608224075
CHE,Switzerland,2021,3.72179746627808,8.707023,704390.25,0.913845833333333,704.39025,80899.091457551
CHE,Switzerland,2022,3.73337984085083,8.792182,733504.375,0.9548325,733.504375,83426.88709128178
CHE,Switzerland,2023,3.74503779411316,8.870561,729190.1875,0.89849,729.1901875,82203.39023653633
CHN,China,2000,2.31353735923767,1269.581175,5985309.5,8.27850416666667,5985.3095,4714.396856112804
CHN,China,2001,2.32968354225159,1278.725063,6520996.5,8.27706833333333,6520.9965,5099.607952237345
CHN,China,2002,2.34594249725342,1286.866839,7119989.0,8.2769575,7119.989,5532.80944400806
CHN,China,2003,2.36231517791748,1294.517326,7792220.0,8.27703666666667,7792.22,6019.401860056681
CHN,China,2004,2.37880182266235,1302.100316,8640414.0,8.27680083333333,8640.414,6635.751403964792
CHN,China,2005,2.39540362358093,1310.027136,9890539.0,8.19431666666667,9890.539,7549.873379111439
CHN,China,2006,2.40445852279663,1318.054036,10778327.0,7.97343833333333,10778.327,8177.454569851945
CHN,China,2007,2.41354775428772,1325.813582,11919245.0,7.6075325,11919.245,8990.136442877381
CHN,China,2008,2.4226713180542,1333.821016,12685565.0,6.948655,12685.565,9510.695099139148
CHN,China,2009,2.43182945251465,1342.522716,13676858.0,6.83141605176666,13676.858,10187.431346226846
CHN,China,2010,2.44102191925049,1351.561514,15095605.0,6.7702690287094,15095.605,11169.010691436424
CHN,China,2011,2.47546982765198,1360.250664,16329355.0,6.46146132655007,16329.355,12004.66607528155
CHN,China,2012,2.51040363311768,1369.520864,17410208.0,6.31233282683186,17410.208,12712.62706370861
CHN,China,2013,2.54583048820496,1379.00804,18091038.0,6.19575834608231,18091.038,13118.877827572347
CHN,China,2014,2.57462215423584,1387.951972,19092806.0,6.14343409448867,19092.806,13756.099912079666
CHN,China,2015,2.59902787208557,1396.134174,20095396.0,6.22748867298455,20095.396,14393.599393406152
CHN,China,2016,2.62366509437561,1404.052632,21125002.0,6.6444778294468,21125.002,15045.733698678043
CHN,China,2017,2.64853596687317,1412.354727,22242982.0,6.75875508633597,22242.982,15748.863635162388
CHN,China,2018,2.67364239692688,1419.008956,23692778.0,6.61595717735439,23692.778,16696.707867712714
CHN,China,2019,2.69898700714111,1423.520357,25296168.0,6.90838500992901,25296.168,17770.148403996445
CHN,China,2020,2.7245717048645,1426.106093,25899170.0,6.90076726944925,25899.17,18160.759656750164
CHN,China,2021,2.73290514945984,1426.437267,28254862.0,6.44897518024316,28254.862,19807.99482295074
CHN,China,2022,2.74130630493164,1425.179569,29195480.0,6.73715811237119,29195.48,20485.474697399342
CHN,China,2023,2.74977564811707,1422.584933,30590320.0,7.08399842343631,30590.32,21503.33473270379
DEU,Germany,2000,3.56631898880005,81.797258,3374667.25,1.08270508132602,3374.66725,41256.483805361786
DEU,Germany,2001,3.57492637634277,81.933885,3429975.25,1.11653308564463,3429.97525,41862.71955736018
DEU,Germany,2002,3.58355450630188,82.068326,3420399.75,1.05755899623965,3420.39975,41677.46457994038
DEU,Germany,2003,3.59220337867737,82.111615,3430270.0,0.88404792718493,3430.27,41775.697628161375
DEU,Germany,2004,3.60087323188782,82.092708,3491848.0,0.803921647747618,3491.848,42535.422269174014
DEU,Germany,2005,3.60956406593323,82.046731,3522758.5,0.803800192161442,3522.7585,42936.00070428156
DEU,Germany,2006,3.61827564239502,81.701971,3682467.25,0.796432730949102,3682.46725,45071.951201764765
DEU,Germany,2007,3.62700843811035,81.298542,3865585.0,0.729672399984083,3865.585,47548.02367796461
DEU,Germany,2008,3.63576221466064,81.110777,3940595.0,0.679922680042729,3940.595,48582.87820371885
DEU,Germany,2009,3.64453721046448,80.935283,3788199.75,0.716957702016136,3788.19975,46805.29442270561
DEU,Germany,2010,3.65333318710327,80.830924,3989083.0,0.754308990105961,3989.083,49350.95137598576
DEU,Germany,2011,3.65577626228333,80.857874,4195223.0,0.718413898653317,4195.223,51883.91423697339
DEU,Germany,2012,3.65822052955627,80.91639,4219334.0,0.778338120416812,4219.334,52144.36778506802
DEU,Germany,2013,3.66066670417786,81.041582,4192691.0,0.752945122701996,4192.691,51735.05867642119
DEU,Germany,2014,3.66311454772949,81.37608,4314204.5,0.752728196932603,4314.2045,53015.63432399299
DEU,Germany,2015,3.66556406021118,82.07755,4420293.5,0.901296423367096,4420.2935,53855.08583041282
DEU,Germany,2016,3.66801500320435,82.760102,4579976.0,0.903421436257263,4579.976,55340.386119872106
DEU,Germany,2017,3.67046761512756,83.104007,4755894.0,0.885205508269372,4755.894,57228.21524117363
DEU,Germany,2018,3.67292213439941,83.368505,4840361.5,0.846772667108111,4840.3615,58059.83326677143
DEU,Germany,2019,3.67537784576416,83.559186,5037171.5,0.893276257067409,5037.1715,60282.677957154825
DEU,Germany,2020,3.67783570289612,83.628708,4881379.5,0.875506396987998,4881.3795,58369.66296310592
DEU,Germany,2021,3.68691277503967,83.697083,5001540.5,0.84549413889045,5001.5405,59757.64412243614
DEU,Germany,2022,3.69603681564331,84.086227,5004375.5,0.949623753156941,5004.3755,59514.80615249868
DEU,Germany,2023,3.70520830154419,84.548231,5060520.0,0.924839558470698,5060.52,59853.64732231949
FRA,France,2000,2.89169573783875,61.404918,2387058.5,1.08270508132602,2387.0585,38874.060543489366
FRA,France,2001,2.90776181221008,61.843576,2474442.0,1.11653308564463,2474.442,40011.30206312778
FRA,France,2002,2.92391729354858,62.281563,2516460.75,1.05755899623965,2516.46075,40404.58570379809
FRA,France,2003,2.94016242027283,62.710292,2397495.25,0.88404792718493,2397.49525,38231.28825488486
FRA,France,2004,2.95649790763855,63.156878,2467092.75,0.803921647747618,2467.09275,39062.93072307976
FRA,France,2005,2.97292399406433,63.617228,2519720.25,0.803800192161442,2519.72025,39607.51402120193
FRA,France,2006,2.98944115638733,64.060149,2614524.25,0.796432730949102,2614.52425,40813.58365245139
FRA,France,2007,3.00605034828186,64.470141,2775842.0,0.729672399984083,2775.842,43056.242113694156
FRA,France,2008,3.0227518081665,64.842856,2820596.75,0.679922680042729,2820.59675,43498.959237699215
FRA,France,2009,3.039546251297,65.186042,2796821.75,0.716957702016136,2796.82175,42905.22425030806
FRA,France,2010,3.05643367767334,65.510017,2870613.25,0.754308990105961,2870.61325,43819.4551224128
FRA,France,2011,3.07526326179504,65.836675,2977157.75,0.718413898653317,2977.15775,45220.35400481571
FRA,France,2012,3.09420895576477,66.16917,3002521.5,0.778338120416812,3002.5215,45376.44192907362
FRA,France,2013,3.11327147483826,66.513021,2978669.0,0.752945122701996,2978.669,44783.24627594348
FRA,France,2014,3.13245129585266,66.841142,2989263.75,0.752728196932603,2989.26375,44721.913189334795
FRA,France,2015,3.15174913406372,67.080971,3062349.5,0.901296423367096,3062.3495,45651.53804944177
FRA,France,2016,3.17116594314575,67.260373,3121818.5,0.903421436257263,3121.8185,46413.93380319196
FRA,France,2017,3.19070243835449,67.469032,3189251.0,0.885205508269372,3189.251,47269.84966969735
FRA,France,2018,3.21035933494568,67.706406,3241286.25,0.846772667108111,3241.28625,47872.66732190747
FRA,France,2019,3.23013734817505,67.917133,3547725.5,0.893276257067409,3547.7255,52236.09041329821
FRA,France,2020,3.25003695487976,68.104157,3354157.5,0.875506396987998,3354.1575,49250.40772474432
FRA,France,2021,3.27051472663879,68.291492,3491557.75,0.84549413889045,3491.55775,51127.27292588657
FRA,France,2022,3.29128694534302,68.48668,3534123.75,0.949623753156941,3534.12375,51603.08179634346
FRA,France,2023,3.31235980987549,68.655641,3569986.75,0.924839558470698,3569.98675,51998.447585683454
GBR,United Kingdom,2000,3.50959134101868,59.057338,2676896.0,0.660930833333333,2676.896,45327.06841612129
GBR,United Kingdom,2001,3.52848124504089,59.28809,2763034.75,0.694655,2763.03475,46603.53791123985
GBR,United Kingdom,2002,3.54747271537781,59.540763,2766567.5,0.667223333333333,2766.5675,46465.09988459503
GBR,United Kingdom,2003,3.56656646728516,59.820385,2785531.5,0.6124725,2785.5315,46564.92097133778
GBR,United Kingdom,2004,3.5857629776001,60.169967,2889667.5,0.54618,2889.6675,48025.08035279461
GBR,United Kingdom,2005,3.60506272315979,60.596108,2920621.0,0.549998333333333,2920.621,48198.16150568614
GBR,United Kingdom,2006,3.62446665763855,61.051094,3009524.0,0.543486666666667,3009.524,49295.16905954216
GBR,United Kingdom,2007,3.64397478103638,61.535855,3051907.5,0.499771666666667,3051.9075,49595.59755852909
GBR,United Kingdom,2008,3.66358780860901,62.027306,3020880.75,0.54396625,3020.88075,48702.43357014409
GBR,United Kingdom,2009,3.68330645561218,62.506226,2885490.0,0.641919263495996,2885.49,46163.241402544445
GBR,United Kingdom,2010,3.70313143730164,63.006483,2833145.0,0.647179345560165,2833.145,44965.92834740513
GBR,United Kingdom,2011,3.7108952999115,63.509285,2847354.0,0.624140835740495,2847.354,44833.66487278199
GBR,United Kingdom,2012,3.71867561340332,63.960484,2931476.0,0.633046988857327,2931.476,45832.611272922826
GBR,United Kingdom,2013,3.72647213935852,64.389388,2972857.25,0.639660577613477,2972.85725,46169.9876693967
GBR,United Kingdom,2014,3.7342848777771,64.865916,3035732.75,0.607729626878255,3035.73275,46800.12149986443
GBR,United Kingdom,2015,3.74211430549622,65.38211,3193091.75,0.654545478931426,3193.09175,48837.392216311164
GBR,United Kingdom,2016,3.74996018409729,65.893358,3268272.0,0.740634463697084,3268.272,49599.41486059945
GBR,United Kingdom,2017,3.75782227516174,66.354471,3363929.75,0.776976682344123,3363.92975,50696.35398042733
GBR,United Kingdom,2018,3.76570081710815,66.752475,3344201.25,0.749531540259847,3344.20125,50098.535672272825
GBR,United Kingdom,2019,3.7735960483551,67.110958,3504372.25,0.783445110011929,3504.37225,52217.586433500175
GBR,United Kingdom,2020,3.78150773048401,67.351861,3305258.0,0.779999576697153,3305.258,49074.486598076335
GBR,United Kingdom,2021,3.80263948440552,67.668792,3464994.75,0.727064944688322,3464.99475,51205.210667865926
GBR,United Kingdom,2022,3.82441544532776,68.179315,3576412.25,0.811301715827773,3576.41225,52455.97216692482
GBR,United Kingdom,2023,3.84644913673401,68.682962,3606369.25,0.804538906734353,3606.36925,52507.47994822937
ITA,Italy,2000,2.77163362503052,57.272196,2321469.75,1.08270508132602,2321.46975,40533.97481039491
ITA,Italy,2001,2.79335689544678,57.30576,2387420.25,1.11653308564463,2387.42025,41661.086948327706
ITA,Italy,2002,2.81525039672852,57.420628,2310471.25,1.05755899623965,2310.47125,40237.65205075779
ITA,Italy,2003,2.83731555938721,57.739699,2284732.25,0.88404792718493,2284.73225,39569.52130976644
ITA,Italy,2004,2.85955357551575,58.176738,2293892.25,0.803921647747618,2293.89225,39429.715877160386
ITA,Italy,2005,2.88196587562561,58.519693,2294866.25,0.803800192161442,2294.86625,39215.28176848091
ITA,Italy,2006,2.90455389022827,58.754433,2399447.0,0.796432730949102,2399.447,40838.569576528804
ITA,Italy,2007,2.92731904983521,59.10872,2536420.0,0.729672399984083,2536.42,42911.096704513315
ITA,Italy,2008,2.95026254653931,59.561684,2593171.5,0.679922680042729,2593.1715,43537.57862185361
ITA,Italy,2009,2.97338581085205,59.90401,2540356.5,0.716957702016136,2540.3565,42407.11932306368
ITA,Italy,2010,2.99669027328491,60.164213,2551757.25,0.754308990105961,2551.75725,42413.20749928201
ITA,Italy,2011,3.01423954963684,60.36788,2636741.0,0.718413898653317,2636.741,43677.8796936384
ITA,Italy,2012,3.03189158439636,60.531515,2570598.0,0.778338120416812,2570.598,42467.10164118641
ITA,Italy,2013,3.04964733123779,60.653868,2491514.0,0.752945122701996,2491.514,41077.57810268588
ITA,Italy,2014,3.06750679016113,60.664171,2467945.5,0.752728196932603,2467.9455,40682.093883719266
ITA,Italy,2015,3.08547067642212,60.575316,2531386.0,0.901296423367096,2531.386,41789.06800915409
ITA,Italy,2016,3.10353994369507,60.478107,2668154.75,0.903421436257263,2668.15475,44117.69617722988
ITA,Italy,2017,3.12171483039856,60.390318,2720887.25,0.885205508269372,2720.88725,45055.02438321322
ITA,Italy,2018,3.13999652862549,60.277499,2726414.5,0.846772667108111,2726.4145,45231.048819726246
ITA,Italy,2019,3.15838503837585,60.130136,2854516.0,0.893276257067409,2854.516,47472.30240756482
ITA,Italy,2020,3.17688131332397,59.912769,2632202.25,0.875506396987998,2632.20225,43933.91081624019
ITA,Italy,2021,3.20566248893738,59.72935,2879634.5,0.84549413889045,2879.6345,48211.381841590446
ITA,Italy,2022,3.23505067825317,59.619115,2941964.75,0.949623753156941,2941.96475,49345.9983429811
ITA,Italy,2023,3.26506185531616,59.499453,3032539.75,0.924839558470698,3032.53975,50967.52318042319
JPN,Japan,2000,3.34603881835938,127.027789,5264667.5,107.765498333333,5264.6675,41445.00617892358
JPN,Japan,2001,3.36086773872376,127.260148,5299230.0,121.5289475,5299.23,41640.92281269388
JPN,Japan,2002,3.37576270103455,127.484598,5303337.5,125.388019166667,5303.3375,41599.82918093368
JPN,Japan,2003,3.39072346687317,127.671251,5373061.0,115.933464166667,5373.061,42085.1284679587
JPN,Japan,2004,3.40575051307678,127.815774,5475032.0,108.192569166667,5475.032,42835.33893085841
JPN,Japan,2005,3.42084431648254,127.91333,5544842.0,110.218211666667,5544.842,43348.42975317741
JPN,Japan,2006,3.43600463867188,127.997247,5619079.0,116.299311666667,5619.079,43899.99888044467
JPN,Japan,2007,3.45123267173767,128.087682,5721867.5,117.753529166667,5721.8675,44671.48917567264
JPN,Japan,2008,3.46652793884277,128.15599,5611646.0,103.359493968254,5611.646,43787.62163204388
JPN,Japan,2009,3.48189091682434,128.19247,5372873.0,93.5700890870457,5372.873,41912.5475934741
JPN,Japan,2010,3.49732208251953,128.185275,5568566.5,87.779875,5568.5665,43441.545840581144
JPN,Japan,2011,3.50793290138245,128.096432,5527307.5,79.8070198321892,5527.3075,43149.58202739012
JPN,Japan,2012,3.51857590675354,127.928285,5578679.0,79.7904554170065,5578.679,43607.86201425275
JPN,Japan,2013,3.52925133705139,127.723645,5612847.0,97.5956582776385,5612.847,43945.24600358845
JPN,Japan,2014,3.53995895385742,127.486605,5506011.5,105.944781034025,5506.0115,43188.94130093118
JPN,Japan,2015,3.55069923400879,127.275872,5667116.5,121.044025684011,5667.1165,44526.243748697314
JPN,Japan,2016,3.56147217750549,127.159951,5581832.5,108.792900046834,5581.8325,43896.151705814984
JPN,Japan,2017,3.57227778434753,127.06469,5567545.0,112.166141081871,5567.545,43816.618133645155
JPN,Japan,2018,3.58311605453491,126.913432,5523070.5,110.42317934106,5523.0705,43518.40788609357
JPN,Japan,2019,3.59398722648621,126.699424,5515624.0,109.009665900863,5515.624,43533.1418712685
JPN,Japan,2020,3.60489130020142,126.304543,5335586.5,106.774582262437,5335.5865,42243.8209526636
JPN,Japan,2021,3.62192320823669,125.679338,5337506.5,109.754323839417,5337.5065,42469.24422851432
JPN,Japan,2022,3.63912701606751,124.997578,5243242.5,131.498140443764,5243.2425,41946.75276028148
JPN,Japan,2023,3.6565043926239,124.370947,5393180.5,140.49110006234,5393.1805,43363.66836541013
MEX,Mexico,2000,2.41773200035095,98.625552,1686677.0,9.45555833333333,1686.677,17101.825701315214
MEX,Mexico,2001,2.43708729743958,100.099099,1696744.625,9.34234166666667,1696.744625,16950.648327014413
MEX,Mexico,2002,2.45659756660461,101.548624,1688725.0,9.65595833333333,1688.725,16629.71819293189
MEX,Mexico,2003,2.47626376152039,102.978515,1729275.125,10.7890191666667,1729.275125,16792.581685606943
MEX,Mexico,2004,2.49608755111694,104.394131,1808047.625,11.2859666666667,1808.047625,17319.437478721862
MEX,Mexico,2005,2.51607012748718,105.811504,1855946.625,10.8978916666667,1855.946625,17540.121393605747
MEX,Mexico,2006,2.53621244430542,107.253666,1988677.75,10.8992416666667,1988.67775,18541.81609046352
MEX,Mexico,2007,2.55651617050171,108.77436,2040467.25,10.9281916666667,2040.46725,18758.71528915454
MEX,Mexico,2008,2.57141518592834,110.374288,2057051.0,11.1297166666667,2057.051,18637.048875006105
MEX,Mexico,2009,2.58525681495667,111.999721,2014234.625,13.513475,2014.234625,17984.282523346643
MEX,Mexico,2010,2.59917283058167,113.623895,2166551.25,12.6360083333333,2166.55125,19067.743189053675
MEX,Mexico,2011,2.61836075782776,115.243504,2376366.5,12.423325,2376.3665,20620.39436079625
MEX,Mexico,2012,2.63769030570984,116.818208,2531821.0,13.1694583333333,2531.821,21673.17101799747
MEX,Mexico,2013,2.6571626663208,118.343573,2462417.5,12.7719916666667,2462.4175,20807.36146102332
MEX,Mexico,2014,2.67677879333496,119.784261,2516903.0,13.29245,2516.903,21011.96750715021
MEX,Mexico,2015,2.69653964042664,121.072306,2598904.75,15.8482666666667,2598.90475,21465.724374655918
MEX,Mexico,2016,2.71644639968872,122.251351,2693811.0,18.6640583333333,2693.811,22035.020291922992
MEX,Mexico,2017,2.73650026321411,123.400057,2705404.25,18.9265166666667,2705.40425,21923.849273424566
MEX,Mexico,2018,2.75670194625855,124.573711,2713931.5,19.2443416666667,2713.9315,21785.74819851036
MEX,Mexico,2019,2.7770528793335,125.762982,2678600.5,19.2636333333333,2678.6005,21298.799196730244
MEX,Mexico,2020,2.79755401611328,126.799054,2459316.0,21.4856083333333,2459.316,19395.381293617538
MEX,Mexico,2021,2.81556797027588,127.648148,2557488.25,20.2724083333333,2557.48825,20035.45127814937
MEX,Mexico,2022,2.83388257026672,128.613117,2601140.25,20.12735,2601.14025,20224.53316328536
MEX,Mexico,2023,2.85250401496887,129.739759,2742741.25,17.7587166666667,2742.74125,21140.329465233553
USA,United States,2000,3.5785825252533,281.484131,15530929.0,1.0,15530.929,55175.14946517536
USA,United States,2001,3.58833718299866,284.279639,15688271.0,1.0,15688.271,55186.05220966951
USA,United States,2002,3.59811854362488,287.084338,15948216.0,1.0,15948.216,55552.3722091729
USA,United States,2003,3.6079261302948,289.9081,16383841.0,1.0,16383.841,56513.91251227544
USA,United States,2004,3.61776089668274,292.786253,17027680.0,1.0,17027.68,58157.37530545876
USA,United States,2005,3.62762236595154,295.716664,17580320.0,1.0,17580.32,59449.87936154995
USA,United States,2006,3.64232897758484,298.730209,18070692.0,1.0,18070.692,60491.679299832715
USA,United States,2007,3.65709471702576,301.844226,18420674.0,1.0,18420.674,61027.08752825373
USA,United States,2008,3.67192077636719,304.970333,18213936.0,1.0,18213.936,59723.63219998845
USA,United States,2009,3.68680667877197,308.023454,17828036.0,1.0,17828.036,57878.8263311923
USA,United States,2010,3.70175337791443,311.06279,18299994.0,1.0,18299.994,58830.5467201654
USA,United States,2011,3.70701098442078,314.105078,18568118.0,1.0,18568.118,59114.351535571164
USA,United States,2012,3.71227598190308,317.115355,19069654.0,1.0,19069.654,60134.75443344583
USA,United States,2013,3.71754860877991,320.110759,19578584.0,1.0,19578.584,61161.90552658057
USA,United States,2014,3.72282862663269,323.115377,20143926.0,1.0,20143.926,62342.826847265766
USA,United States,2015,3.72811627388001,326.126497,20899968.0,1.0,20899.968,64085.46435894168
USA,United States,2016,3.73341131210327,329.179427,21343028.0,1.0,21343.028,64837.06528840881
USA,United States,2017,3.73871397972107,332.20466,21892416.0,1.0,21892.416,65900.38803188372
USA,United States,2018,3.74402379989624,335.056497,22571668.0,1.0,22571.668,67366.7521809016
USA,United States,2019,3.74934148788452,337.790067,23200364.0,1.0,23200.364,68682.78930179436
USA,United States,2020,3.75466680526733,339.436159,22676858.0,1.0,22676.858,66807.43167377169
USA,United States,2021,3.72817277908325,340.161441,24167636.0,1.0,24167.636,71047.5470969092
USA,United States,2022,3.81364345550537,341.534046,24861132.0,1.0,24861.132,72792.54379225198
USA,United States,2023,3.82982563972473,343.477335,25641846.0,1.0,25641.846,74653.67693038611
